,judul,link
344,[SALAH] Video Awan Pasir di Atas Eropa Saat ini,https://turnbackhoax.id/2022/03/24/salah-video-awan-pasir-di-atas-eropa-saat-ini/
345,"[SALAH] Tangkapan Layar Berita detiknews “Tersesat 3 Hari di Perbukitan, saat ditemukan Tim SAR nenek ini teriak “my trip my adventure!”",https://turnbackhoax.id/2022/03/23/salah-tangkapan-layar-berita-detiknews-tersesat-3-hari-di-perbukitan-saat-ditemukan-tim-sar-nenek-ini-teriak-my-trip-my-adventure/
346,[SALAH] Tautan Instagift untuk Mengklaim Hadiah,https://turnbackhoax.id/2022/03/23/salah-tautan-instagift-untuk-mengklaim-hadiah/
347,[SALAH] Foto “Serangan Udara Terbanyak yang Pernah Diluncurkan NATO di Afrika adalah di Libya Tahun 2011”,https://turnbackhoax.id/2022/03/23/salah-foto-serangan-udara-terbanyak-yang-pernah-diluncurkan-nato-di-afrika-adalah-di-libya-tahun-2011/
348,[SALAH] Pembalap Marc Marquez Sedang Di Bulukumba Untuk Di Urut,https://turnbackhoax.id/2022/03/23/salah-pembalap-marc-marquez-sedang-di-bulukumba-untuk-di-urut/
349,[SALAH] Gula Jawa Mengandung Formalin,https://turnbackhoax.id/2022/03/23/salah-gula-jawa-mengandung-formalin-2/
350,[SALAH] Akun WhatsApp Wakil Walikota Cilegon Sanuji Pentamerta “+6282143125957”,https://turnbackhoax.id/2022/03/23/salah-akun-whatsapp-wakil-walikota-cilegon-sanuji-pentamerta-6282143125957/
351,[SALAH] Akun Whatsapp RS PKU Muhammadiyah Wonosobo “+6281217025680”,https://turnbackhoax.id/2022/03/23/salah-akun-whatsapp-rs-pku-muhammadiyah-wonosobo-6281217025680/
352,[SALAH] Akun Whatsapp Wakil Wali Kota Sukabumi Andri Setiawan Hamami “+628128183452”,https://turnbackhoax.id/2022/03/23/salah-akun-whatsapp-wakil-wali-kota-sukabumi-andri-setiawan-hamami-628128183452/
353,[SALAH] Gadis Ular Menggemparkan Dunia,https://turnbackhoax.id/2022/03/23/salah-gadis-ular-menggemparkan-dunia/
354,[SALAH] Video Menunjukkan ‘Wanita Plastik Pertama’ Dibuat Oleh Cina,https://turnbackhoax.id/2022/03/23/salah-video-menunjukkan-wanita-plastik-pertama-dibuat-oleh-cina/
355,[SALAH] Tentara Ukraina Membunuh Pria Chechnya,https://turnbackhoax.id/2022/03/23/salah-tentara-ukraina-membunuh-pria-chechnya/
356,[SALAH] Link Giveaway Smartphone Ninja Xpress,https://turnbackhoax.id/2022/03/23/salah-link-giveaway-smartphone-ninja-xpress/
357,[SALAH] Situs Lelang Milik DJKN “lelanginternal.com”,https://turnbackhoax.id/2022/03/23/salah-situs-lelang-milik-djkn-lelanginternal-com/
358,[SALAH] Siti Nurhaliza Meninggal Dunia,https://turnbackhoax.id/2022/03/23/salah-siti-nurhaliza-meninggal-dunia/
359,[SALAH] Harimau Berkeliaran Di Perkebunan Sawit Di Riau,https://turnbackhoax.id/2022/03/23/salah-harimau-berkeliaran-di-perkebunan-sawit-di-riau/
360,[SALAH] Pemeran Mr. Bean Masuk Islam,https://turnbackhoax.id/2022/03/22/salah-pemeran-mr-bean-masuk-islam/
361,[SALAH] Video “Boing 737 China Airlines Kecelakaan 21 March 2022”,https://turnbackhoax.id/2022/03/22/salah-video-boing-737-china-airlines-kecelakaan-21-march-2022/
362,[SALAH] Baim Wong Meninggal Dunia,https://turnbackhoax.id/2022/03/22/salah-baim-wong-meninggal-dunia/
363,[SALAH] Video Mayat Propaganda NATO di Ukraina yang Sedang Merokok,https://turnbackhoax.id/2022/03/22/salah-video-mayat-propaganda-nato-di-ukraina-yang-sedang-merokok/
364,[SALAH] Sule Meninggal Dunia,https://turnbackhoax.id/2022/03/22/salah-sule-meninggal-dunia-2/
365,[SALAH] Video Rusia Luncurkan Pertempuran kepada Ukraina,https://turnbackhoax.id/2022/03/22/78492/
366,[SALAH] Informasi Pengangkatan PPPK Tanpa Tes,https://turnbackhoax.id/2022/03/22/salah-informasi-pengangkatan-pppk-tanpa-tes/
367,[SALAH] Kantor Presiden Bank Dunia di Kesultanan Buton,https://turnbackhoax.id/2022/03/22/salah-kantor-presiden-bank-indonesia-di-kesultanan-buton/
368,[SALAH] Foto Istri Wakil Presiden Ukraina Siap Perang Bela Negara,https://turnbackhoax.id/2022/03/21/salah-foto-tentara-ukraina-menangis-2/
369,[SALAH] Video UFO di Chernobyl bulan Januari 2022,https://turnbackhoax.id/2022/03/21/salah-video-ufo-di-chernobyl-bulan-januari-2022/
370,[SALAH] Foto Jejak Kaki Janin di Perut Ibunya,https://turnbackhoax.id/2022/03/21/salah-foto-jejak-kaki-janin-di-perut-ibunya/
371,[SALAH] Dokumen Pelunasan Hutang dan Dana Hibah dari Kesultanan Buton Kepada Perancis,https://turnbackhoax.id/2022/03/21/salah-dokumen-pelunasan-hutang-dan-dana-hibah-dari-kesultanan-buton-kepada-perancis/
372,[SALAH] Video “Marquez goyang dangdut”,https://turnbackhoax.id/2022/03/21/salah-video-marquez-goyang-dangdut/
373,[SALAH] Gambar ” Jokowi menghadang tank sendirian di kerusuhan ukraina”,https://turnbackhoax.id/2022/03/21/salah-gambar-jokowi-menghadang-tank-sendirian-di-kerusuhan-ukraina/
374,[SALAH] Artis Senior ‘NIA DANIATI’ Meninggal Dunia Akibat Kecelakaan Mobil,https://turnbackhoax.id/2022/03/21/salah-artis-senior-nia-daniati-meninggal-dunia-akibat-kecelakaan-mobil/
375,"[SALAH] Gambar Tangkapan Layar Artikel Liputan6 “Tertangkap Warga, Maling Motor Ini Mengaku Seorang CEBONG Pendukung Jokowi”",https://turnbackhoax.id/2022/03/20/salah-gambar-tangkapan-layar-artikel-liputan6-tertangkap-warga-maling-motor-ini-mengaku-seorang-cebong-pendukung-jokowi/
376,[SALAH] Gambar Tangkapan Layar Artikel Tempo “Saking Bencinya Menag & Islam Nusantara Terhadapa Arab Sampai Logo Halal Yg tadinya Pakai Huruf Arab pun di ganti Dgn Gambar Wayang”,https://turnbackhoax.id/2022/03/20/salah-gambar-tangkapan-layar-artikel-tempo-saking-bencinya-menag-islam-nusantara-terhadapa-arab-sampai-logo-halal-yg-tadinya-pakai-huruf-arab-pun-di-ganti-dgn-gambar-wayang/
377,"[SALAH] Gambar Tangkapan Layar Artikel SINDONEWS.com “Menag Yaqut: Saya Pastikan Pembangunan KIBLAT Yang Baru Untuk Umat Islam Nusantara, Akan Segera Di Bangun Dan Kami Sudah Bekerjasama dgn pemerintahan China, Dan Lokasi Pembangunan nya Bertempat Di China”",https://turnbackhoax.id/2022/03/20/salah-gambar-tangkapan-layar-artikel-sindonews-com-menag-yaqut-saya-pastikan-pembangunan-kiblat-yang-baru-untuk-umat-islam-nusantara-akan-segera-di-bangun-dan-kami-sudah-bekerjasama-dgn-pemerint/
378,[SALAH] Surat Edaran Pengangkatan Tenaga Honorer Menjadi CPNS Tanpa Tes Oleh Kementerian Pendidikan Kebudayaan Direktorat Jenderal Guru dan Tenaga Kependidikan,https://turnbackhoax.id/2022/03/20/salah-surat-edaran-pengangkatan-tenaga-honorer-menjadi-cpns-tanpa-tes-oleh-kementerian-pendidikan-kebudayaan-direktorat-jenderal-guru-dan-tenaga-kependidikan/
379,"[SALAH] Menara Eiffel di Paris, Prancis di Bom",https://turnbackhoax.id/2022/03/20/salah-menara-eiffel-di-paris-prancis-di-bom/
380,[SALAH] Video Situasi Terkini Perang Rusia Vs Ukraina,https://turnbackhoax.id/2022/03/20/salah-video-situasi-terkini-perang-rusia-vs-ukraina/
381,[SALAH] Judul Artikel detikNews “XI Jinping : China Siap Membiayai Seluruh Kebutuhan Pembangunan Kiblat Baru Bagi Umat Islam Nusantara”,https://turnbackhoax.id/2022/03/19/salah-judul-artikel-detiknews-xi-jinping-china-siap-membiayai-seluruh-kebutuhan-pembangunan-kiblat-baru-bagi-umat-islam-nusantara/
382,[SALAH] “Marquez goyang dangdut di acara pembukaan MotoGP Mandalika”,https://turnbackhoax.id/2022/03/19/salah-marquez-goyang-dangdut-di-acara-pembukaan-motogp-mandalika/
383,[SALAH] Tangkapan Layar Artikel berjudul “Bocah Perempuan 5Tahun Di Cabuli 7 Orang Yg Mengaku Dirinya CEBONG Di Grup Pendukung Anies Baswedan”,https://turnbackhoax.id/2022/03/18/salah-tangkapan-layar-artikel-berjudul-bocah-perempuan-5tahun-di-cabuli-7-orang-yg-mengaku-dirinya-cebong-di-grup-pendukung-anies-baswedan/
384,[SALAH] Link untuk Mendaftar PKH,https://turnbackhoax.id/2022/03/18/salah-link-untuk-mendaftar-pkh/
385,[SALAH] Video Pesawat Menyemprotkan Zat Yang Dapat Membuat Orang Sakit Tenggorokan dan Demam,https://turnbackhoax.id/2022/03/18/salah-video-pesawat-menyemprotkan-zat-yang-dapat-membuat-orang-sakit-tenggorokan-dan-demam/
386,[SALAH] Foto Tentara Ukraina Menangis,https://turnbackhoax.id/2022/03/18/salah-foto-tentara-ukraina-menangis/
387,[SALAH] Video Kereta Mengangkut Kendaraan Militer NATO Menuju Ukraina,https://turnbackhoax.id/2022/03/18/salah-video-kereta-mengangkut-kendaraan-militer-nato-menuju-ukraina/
388,[SALAH] Kamala Harris Menertawakan Pertanyaan Tentang Pengungsi Ukraina,https://turnbackhoax.id/2022/03/18/salah-kamala-harris-menertawakan-pertanyaan-tentang-pengungsi-ukraina/
389,[SALAH] Pengobatan Tumor Ganas/ Kanker CELL CURE RS Gatot Subroto Jakarta,https://turnbackhoax.id/2022/03/18/salah-pengobatan-tumor-ganas-kanker-cell-cure-rs-gatot-subroto-jakarta/
390,[SALAH] Video “Cara Ngebajak Wa Doi”,https://turnbackhoax.id/2022/03/17/salah-video-cara-ngebajak-wa-doi/
391,[SALAH] Surat Izin Usaha Perdagangan dengan Tanda Tangan Walikota Semarang,https://turnbackhoax.id/2022/03/17/salah-surat-izin-usaha-perdagangan-dengan-tanda-tangan-walikota-semarang/
392,[SALAH] “Jadi Covid adalah tidak natural tapi rekayasa si laboratorium Amerika Serikat di Ukraina untuk senjata biologi”,https://turnbackhoax.id/2022/03/17/salah-jadi-covid-adalah-tidak-natural-tapi-rekayasa-si-laboratorium-amerika-serikat-di-ukraina-untuk-senjata-biologi/
393,[SALAH] Suara Auman Raksasa di Aceh Pukul 5 Pagi,https://turnbackhoax.id/2022/03/16/salah-suara-auman-raksasa-di-aceh-pukul-5-pagi/
394,[SALAH]: Bentuk Logo Halal Buatan Kemenag Terinspirasi Dari Penutup Kepala Uskup,https://turnbackhoax.id/2022/03/16/salah-bentuk-logo-halal-buatan-kemenag-terinspirasi-dari-penutup-kepala-uskup/
395,[SALAH] Arab Saudi Tidak Mewajibkan Masker untuk Jamaah Masjidil Haram dan Masjid Nabawi serta Akan Menyediakan Asuransi Kesehatan,https://turnbackhoax.id/2022/03/16/salah-arab-saudi-tidak-mewajibkan-masker-untuk-jamaah-masjidil-haram-dan-masjid-nabawi-serta-akan-menyediakan-asuransi-kesehatan/
396,[SALAH] Polisi Uganda Menyerang Reporter Karena Memberikan Pertanyaan yang Tidak Relevan,https://turnbackhoax.id/2022/03/16/salah-polisi-uganda-menyerang-reporter-karena-memberikan-pertanyaan-yang-tidak-relevan/
397,[SALAH] “pendamping untuk Sertifikasi Halal dalam suatu UMKM itu syaratnya harus GP ANSHOR”,https://turnbackhoax.id/2022/03/16/salah-pendamping-untuk-sertifikasi-halal-dalam-suatu-umkm-itu-syaratnya-harus-gp-anshor/
398,[SALAH] Video “#ukraina #menembak #hari ini”,https://turnbackhoax.id/2022/03/16/salah-video-ukraina-menembak-hari-ini/
399,[SALAH] “kasino di Saudi”,https://turnbackhoax.id/2022/03/16/salah-kasino-di-saudi-2/
400,[SALAH] Kepala Satuan Polisi Pamong Praja Kabupaten Lebak Meminta Uang Rp15 Juta Melalui WhatsApp Dengan Nomor 081237862386,https://turnbackhoax.id/2022/03/15/salah-kepala-satuan-polisi-pamong-praja-kabupaten-lebak-meminta-uang-rp15-juta-melalui-whatsapp-dengan-nomor-081237862386/
401,[SALAH] Video “Gamblang! Putin Jelaskan secara Logis Nubuat Nabi Muhammad”,https://turnbackhoax.id/2022/03/15/salah-video-gamblang-putin-jelaskan-secara-logis-nubuat-nabi-muhammad/
402,[SALAH] Kain Sarung Atlas Edisi Atlas Idaman Harmoni Bermotif Anjing,https://turnbackhoax.id/2022/03/15/salah-kain-sarung-atlas-edisi-atlas-idaman-harmoni-bermotif-anjing/
403,[SALAH] Ukraina Menjual Tank Bekas Rusia di Situs Ebay,https://turnbackhoax.id/2022/03/15/salah-ukraina-menjual-tank-bekas-rusia-di-situs-ebay/
404,"[SALAH] “Anak-anak disuntik dgn zat bius dan akan diekspor ke Thailand, mereka akan dibunuh untuk diambil organnya”",https://turnbackhoax.id/2022/03/14/salah-anak-anak-disuntik-dgn-zat-bius-dan-akan-diekspor-ke-thailand-mereka-akan-dibunuh-untuk-diambil-organnya/
405,[SALAH] Video Demonstrasi Warga Moskow Menolak Invasi Rusia ke Ukraina,https://turnbackhoax.id/2022/03/14/salah-video-demonstrasi-warga-moskow-menolak-invasi-rusia-ke-ukraina/
406,[SALAH] Akun Telegram PT  Pegadaian (persero),https://turnbackhoax.id/2022/03/14/salah-akun-telegram-pt-pegadaian-persero/
407,[SALAH] St. Louis Arch Menyalakan Lampu Biru dan Kuning Sebagai Bentuk Dukungan kepada Ukraina,https://turnbackhoax.id/2022/03/14/salah-st-louis-arch-menyalakan-lampu-biru-dan-kuning-sebagai-bentuk-dukungan-kepada-ukraina/
408,[SALAH]: Pria Asal Solo Meninggal Dunia Akibat Memakan Kangkung Berisi Lintah,https://turnbackhoax.id/2022/03/14/salah-pria-asal-solo-meninggal-dunia-akibat-memakan-kangkung-berisi-lintah/
409,"[SALAH] “Minyak ASRI seakan akan Islami, padahal minyak goreng produk LEONG HUP ini terbuat dari minyak babi”",https://turnbackhoax.id/2022/03/13/salah-minyak-asri-seakan-akan-islami-padahal-minyak-goreng-produk-leong-hup-ini-terbuat-dari-minyak-babi/
410,[SALAH] Selamat Jalan Untuk Selamanya Rina Nose,https://turnbackhoax.id/2022/03/13/salah-selamat-jalan-untuk-selamanya-rina-nose/
411,[SALAH] Rafi Ahmad Dikabarkan Meninggal Usai Kecelakaan Dini Hari saat Pulang Syuting,https://turnbackhoax.id/2022/03/13/salah-rafi-ahmad-dikabarkan-meninggal-usai-kecelakaan-dini-hari-saat-pulang-syuting/
412,"[SALAH] Video “Tolak Resolusi P.BB, Ukra1na Ancm Tarik Kemerdekaan Indonesia”",https://turnbackhoax.id/2022/03/13/salah-video-tolak-resolusi-p-bb-ukra1na-ancm-tarik-kemerdekaan-indonesia/
413,"[SALAH] Video “Jangan membiasakan anak Anda bermain HP, sangat berbahaya bisa terinfeksi radiasi HP dan bisa membutakan”",https://turnbackhoax.id/2022/03/12/salah-video-jangan-membiasakan-anak-anda-bermain-hp-sangat-berbahaya-bisa-terinfeksi-radiasi-hp-dan-bisa-membutakan/
414,"[SALAH] Masjid Meledak di kota Narayanganj, Bangladesh Memakan korban 50 Jamaah",https://turnbackhoax.id/2022/03/12/salah-masjid-meledak-di-kota-narayanganj-bangladesh-memakan-korban-50-jamaah/
415,[SALAH] Foto Pilot Tempur Perempuan Pertama Ukraina yang Tewas saat Invasi Rusia,https://turnbackhoax.id/2022/03/12/salah-foto-pilot-tempur-perempuan-pertama-ukraina-yang-tewas-saat-invasi-rusia/
416,[SALAH] Cover Majalah “Time” Bergambar Vladimir Putin dan Kumis Hitler,https://turnbackhoax.id/2022/03/12/salah-cover-majalah-time-bergambar-vladimir-putin-dan-kumis-hitler/
417,"[SALAH] Akun Twitter Flip, @Flip_Officiall",https://turnbackhoax.id/2022/03/12/salah-akun-twitter-flip-flip_officiall/
418,[SALAH] Seorang Nenek yang Memegang Kucing Mengacungkan Jari Tengah kepada Tentara Russia,https://turnbackhoax.id/2022/03/11/salah-seorang-nenek-yang-memegang-kucing-mengacungkan-jari-tengah-kepada-tentara-russia/
419,[SALAH] Akun Karir PT Jasa Raharja,https://turnbackhoax.id/2022/03/11/salah-akun-karir-pt-jasa-raharja/
420,[SALAH]: Menteri Pekerjaan Umum Mongolia Membakar Diri,https://turnbackhoax.id/2022/03/11/salah-menteri-pekerjaan-umum-mongolia-membakar-diri/
421,[SALAH]: Banjir Air Mata Tentara Ukraina Peluk Pasangan Sebelum Berangkat Perang,https://turnbackhoax.id/2022/03/11/salah-banjir-air-mata-tentara-ukraina-peluk-pasangan-sebelum-berangkat-perang/
422,[SALAH] Akun Whatsapp Mengatasnamakan BRI Guna Melakukan Perubahan Tarif Transfer,https://turnbackhoax.id/2022/03/11/salah-akun-whatsapp-mengatasnamakan-bri-guna-melakukan-perubahan-tarif-transfer/
423,[SALAH] Membedong Bayi Dapat Membuat Tulang Belakang Bayi Semakin Kuat Dan Rangka Tubuh Sempurna,https://turnbackhoax.id/2022/03/11/salah-membedong-bayi-dapat-membuat-tulang-belakang-bayi-semakin-kuat-dan-rangka-tubuh-sempurna/
424,"[SALAH] Video Suntingan “KEMENTERIAN KESEHATAN UKRAINA: 57 MATI, 169 TERLUKA DI SELURUH UKRAINA KARENA SERANGAN RUSIA”",https://turnbackhoax.id/2022/03/11/salah-video-kementerian-kesehatan-ukraina-57-mati-169-terluka-di-seluruh-ukraina-karena-serangan-rusia/
425,[SALAH] Indro Warkop Meninggal Dunia,https://turnbackhoax.id/2022/03/11/salah-indro-warkop-meninggal-dunia/
426,"[FALSE] The Doctored “UKRAINIAN HEALTH MINISTRY: 57 DEAD, 169 HURT ACROSS UKRAINE AS RUSSIA LAUNCHES ATTACK” Video",https://turnbackhoax.id/2022/03/11/false-the-doctored-ukrainian-health-ministry-57-dead-169-hurt-across-ukraine-as-russia-launches-attack-video/
427,[SALAH] Akun Telegram FBS Investasi Harian,https://turnbackhoax.id/2022/03/10/salah-akun-telegram-fbs-investasi-harian/
428,[SALAH] Akun WhatsApp Bupati Kudus Hartopo “081334073087”,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-bupati-kudus-hartopo-081334073087/
429,[SALAH] Akun Whatsapp Kepala Dishub Buleleng Gede Gunawan “085834466071”,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-kepala-dishub-buleleng-gede-gunawan-085834466071/
430,[SALAH] Akun Whatsapp Wakil Bupati Bogor Iwan Setiawan “089570498400”,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-wakil-bupati-bogor-iwan-setiawan-089570498400/
431,[SALAH] Surat Revisi Hasil Peringkat & Penambahan Peserta Lolos SKD & Berhak Mengikuti SKB Dalam Ujian Seleksi CPNS Kemenkumham TA 2019,https://turnbackhoax.id/2022/03/10/salah-surat-revisi-hasil-peringkat-penambahan-peserta-lolos-skd-berhak-mengikuti-skb-dalam-ujian-seleksi-cpns-kemenkumham-ta-2019/
432,[SALAH] Akun WhatsApp Mengatasnamakan Anggota DPD RI Fahira Idris “0818110531”,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-mengatasnamakan-anggota-dpd-ri-fahira-idris-0818110531/
433,[SALAH] Foto Anak Kecil Di Tengah Puing-Puing Bangunan Dalam Invasi Rusia ke Ukraina,https://turnbackhoax.id/2022/03/10/salah-foto-anak-kecil-di-tengah-puing-puing-bangunan-dalam-invasi-rusia-ke-ukraina/
434,[SALAH] Akun WhatsApp Bupati Bojonegoro Anna Mu’awanah “+6281334073094”,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-bupati-bojonegoro-anna-muawanah-6281334073094/
435,[SALAH] Miss Ukraina Angkat Senjata untuk Ikut Berperang Melawan Rusia,https://turnbackhoax.id/2022/03/10/salah-miss-ukraina-angkat-senjata-untuk-ikut-berperang-melawan-rusia/
436,[SALAH] Akun WhatsApp “0856-95632649” Milik Kepala Bappeda Lambar Tawarkan Kredit Kendaraan,https://turnbackhoax.id/2022/03/10/salah-akun-whatsapp-0856-95632649-milik-kepala-bappeda-lambar-tawarkan-kredit-kendaraan/
437,[SALAH] Email dari Amazon Berisi Pengumuman Pemberian Kartu Hadiah Senilai 500 Dolar,https://turnbackhoax.id/2022/03/10/salah-email-dari-amazon-berisi-pengumuman-pemberian-kartu-hadiah-senilai-500-dolar/
438,[SALAH] Video “Jet tempur Siluman NATO versus Rudal Rusia”,https://turnbackhoax.id/2022/03/10/salah-video-jet-tempur-siluman-nato-versus-rudal-rusia/
439,[SALAH] Video “Lagi macet Di Rampok pakai pistol/senjata api di pasar ikan Penjaringan Jakarta Utara”,https://turnbackhoax.id/2022/03/10/salah-video-lagi-macet-di-rampok-pakai-pistol-senjata-api-di-pasar-ikan-penjaringan-jakarta-utara/
440,[SALAH] Mulai Awal Maret Kominfo Akan Unregistrasi Kartu Paket Jika Tidak Ada Aktivitas Internet 1×24 Jam,https://turnbackhoax.id/2022/03/10/salah-mulai-awal-maret-kominfo-akan-unregistrasi-kartu-paket-jika-tidak-ada-aktivitas-internet-1x24-jam/
441,[SALAH] Presiden Putin Peringati Jokowi Agar Tidak Ikut Campur Masalah Rusia dengan Ukraina,https://turnbackhoax.id/2022/03/10/salah-presiden-putin-peringati-jokowi-agar-tidak-ikut-campur-masalah-rusia-dengan-ukraina/
442,[SALAH] Video “detik detik babi ngepet berubah jadi manusia tertangkap warga”,https://turnbackhoax.id/2022/03/10/salah-video-detik-detik-babi-ngepet-berubah-jadi-manusia-tertangkap-warga/
443,[SALAH] Tepat Hari Ini 7 Maret 2022 Ayu Ting Ting Meninggal Dunia Setelah Mengalami Kecelakaan Maut,https://turnbackhoax.id/2022/03/09/salah-tepat-hari-ini-7-maret-2022-ayu-ting-ting-meninggal-dunia-setelah-mengalami-kecelakaan-maut/
444,[SALAH] Akun Lesti Kejora Bagi Bagi Giveaway,https://turnbackhoax.id/2022/03/09/salah-akun-lesti-kejora-bagi-bagi-giveaway/
445,"[SALAH] “Selasa Pagi ,Innalillahi Wainna Ilaihi Raji’un, Tri Suaka Dan Rekan Nya Meninggal Akibat Kecelakaan”",https://turnbackhoax.id/2022/03/09/salah-selasa-pagi-innalillahi-wainna-ilaihi-rajiun-tri-suaka-dan-rekan-nya-meninggal-akibat-kecelakaan/
446,[SALAH] Jokowi Melarang Umat Islam Berkerumun di Masjid Apalagi Saat Idul Fitri,https://turnbackhoax.id/2022/03/09/salah-jokowi-melarang-umat-islam-berkerumun-di-masjid-apalagi-saat-idul-fitri/
447,[SALAH] Video “#worldwar3 #tni #indonesia #russia #ruski #ukr #ukraine”,https://turnbackhoax.id/2022/03/09/salah-video-worldwar3-tni-indonesia-russia-ruski-ukr-ukraine/
448,[FALSE] The “#worldwar3 #tni #indonesia #russia #ruski #ukr #ukraine” Video,https://turnbackhoax.id/2022/03/08/false-the-worldwar3-tni-indonesia-russia-ruski-ukr-ukraine-video/
449,[SALAH] Foto Tangkapan Layar Akun Twitter @BPJSKesehatanRI Yang Mengatakan Ukraina Wajib Gabung BPJS Kesehatan Apabila Ingin Dibantu Indonesia,https://turnbackhoax.id/2022/03/08/salah-foto-tangkapan-layar-akun-twitter-bpjskesehatanri-yang-mengatakan-ukraina-wajib-gabung-bpjs-kesehatan-apabila-ingin-dibantu-indonesia/
450,[SALAH] Ketika Dikejar Buaya Kita Harus Berlari Zigzag,https://turnbackhoax.id/2022/03/08/salah-ketika-dikejar-buaya-kita-harus-berlari-zigzag/
451,"[SALAH] Foto Tangkapan Layar Berita Fimela “6 Foto Chaeyoung TWICE ketika Pamer Tato, Begini Tanggapan Lesti Billar”",https://turnbackhoax.id/2022/03/08/salah-foto-tangkapan-layar-berita-fimela-6-foto-chaeyoung-twice-ketika-pamer-tato-begini-tanggapan-lesti-billar/
452,[SALAH] Lowongan Dokter Pribadi Full Timer untuk Kepala BNPB,https://turnbackhoax.id/2022/03/08/salah-lowongan-dokter-pribadi-full-timer-untuk-kepala-bnpb/
453,[SALAH] Video “Detik Detik Presiden Jokowi Tiba Kunjungi Kelahiran Baby Ameena”,https://turnbackhoax.id/2022/03/08/salah-video-detik-detik-presiden-jokowi-tiba-kunjungi-kelahiran-baby-ameena/
454,[SALAH] Giveaway Ayu Ting Ting 500 Ribu dan Handphone Untuk 400 Orang,https://turnbackhoax.id/2022/03/08/salah-giveaway-ayu-ting-ting-500-ribu-dan-handphone-untuk-400-orang/
455,[SALAH]: Kulit Bayi Baru Lahir Melepuh Karena Ibu Vaksin Covid-19 Saat Hamil,https://turnbackhoax.id/2022/03/08/salah-kulit-bayi-baru-lahir-melepuh-karena-ibu-vaksin-covid-19-saat-hamil/
456,"[SALAH] “Subhanallah! Tepat Jumat Semalam ,Ternyata Aktor Laga Yang Terkenal JACKIE CHAN. Sudah Resmi Memeluk Agama ISLAM”",https://turnbackhoax.id/2022/03/08/salah-subhanallah-tepat-jumat-semalam-ternyata-aktor-laga-yang-terkenal-jackie-chan-sudah-resmi-memeluk-agama-islam/
457,[SALAH] Video “Jokowi bebaskan H R S dan langsung dibawa ke istana untuk dilantik jadi Menag gantikan Yaqut”,https://turnbackhoax.id/2022/03/08/salah-video-jokowi-bebaskan-h-r-s-dan-langsung-dibawa-ke-istana-untuk-dilantik-jadi-menag-gantikan-yaqut/
458,[SALAH] Giveaway RANS Entertainment 5 juta untuk 500 orang,https://turnbackhoax.id/2022/03/08/salah-giveaway-rans-entertainment-5-juta-untuk-500-orang/
459,[SALAH] “Video amatir perang Rusia vs Ukraina”,https://turnbackhoax.id/2022/03/07/salah-video-amatir-perang-rusia-vs-ukraina/
460,[SALAH] Protes di Depan Gedung Putih Sebagai Bentuk Dukungan kepada Ukraina,https://turnbackhoax.id/2022/03/07/salah-protes-di-depan-gedung-putih-sebagai-bentuk-dukungan-kepada-ukraina/
461,[SALAH] Foto Serangan Udara yang Menunjukkan Serangan Invasi Rusia di Ukraina 24 Februari Lalu,https://turnbackhoax.id/2022/03/07/salah-foto-serangan-udara-yang-menunjukkan-serangan-invasi-rusia-di-ukraina-24-februari-lalu/
462,[SALAH] “Ancaman Balik Vladimir Putin Untuk FIFA”,https://turnbackhoax.id/2022/03/07/salah-ancaman-balik-vladimir-putin-untuk-fifa/
463,[FALSE] The “Kutibombam! #ukraine” Video,https://turnbackhoax.id/2022/03/07/false-the-kutibombam-ukraine-video/
464,[SALAH] Foto Kecelakaan Truk Pengangkut Rudal yang Dikirim Indonesia untuk Rusia,https://turnbackhoax.id/2022/03/07/salah-foto-kecelakaan-truk-pengangkut-rudal-yang-dikirim-indonesia-untuk-rusia/
465,[SALAH] Video “Batu Malin Kundang Efek Anak Durhaka”,https://turnbackhoax.id/2022/03/07/salah-video-batu-malin-kundang-efek-anak-durhaka/
466,[FALSE] The “Russian invaders make TikTok” Video,https://turnbackhoax.id/2022/03/06/false-the-russian-invaders-make-tiktok-video/
467,[SALAH] Link untuk Mengecek Undian BRI,https://turnbackhoax.id/2022/03/06/salah-link-untuk-mengecek-undian-bri/
468,"[SALAH] Foto “Masjid Meledak Saat Waktu Sholat Jumat, Sebanyak 50 Jamaah Meninggal Dunia”",https://turnbackhoax.id/2022/03/06/salah-foto-masjid-meledak-saat-waktu-sholat-jumat-sebanyak-50-jamaah-meninggal-dunia-2/
469,[SALAH] Artikel Polisi Babak Belur Dihajar Masa,https://turnbackhoax.id/2022/03/06/salah-artikel-polisi-babak-belur-dihajar-masa/
470,[SALAH] Puluhan Umat Kristiani di Ukraina Berdoa di Tengah Jalan Bersalju di Tengah Konflik Ukraina – Rusia Tahun Ini,https://turnbackhoax.id/2022/03/06/salah-puluhan-umat-kristiani-di-ukraina-berdoa-di-tengah-jalan-bersalju-di-tengah-konflik-ukraina-rusia-tahun-ini/
